ï»¿"STATISTIC","Statistic Label","TLIST(A1)","Graduation Year","C03433V04141","Years since Graduation","C02511V03040","Private or Public Sector","C04477V05260","Field of Study","UNIT","VALUE"
"HGO14C01","Number of Health Graduates","2016","2016","13","13","-","All sectors","V52","Dietetics, Optometry and Podiatry","Number",""
"HGO14C01","Number of Health Graduates","2017","2017","01","1","01","Private sector","201","Dentistry","Number",""
"HGO14C01","Number of Health Graduates","2017","2017","01","1","01","Private sector","401","Medical Science","Number","15"
"HGO14C01","Number of Health Graduates","2017","2017","01","1","01","Private sector","202","Medicine","Number","18"
"HGO14C01","Number of Health Graduates","2017","2017","01","1","01","Private sector","30","Nursing and Midwifery","Number","198"
"HGO14C01","Number of Health Graduates","2017","2017","01","1","01","Private sector","501","Occupational Therapy","Number","42"
"HGO14C01","Number of Health Graduates","2017","2017","01","1","01","Private sector","60","Pharmacy","Number",""
"HGO14C01","Number of Health Graduates","2017","2017","01","1","01","Private sector","504","Physiotherapy","Number","69"
"HGO14C01","Number of Health Graduates","2017","2017","01","1","01","Private sector","402","Radiography and Radiation Therapy","Number","9"
"HGO14C01","Number of Health Graduates","2017","2017","01","1","01","Private sector","702","Social Care","Number","672"
"HGO14C01","Number of Health Graduates","2017","2017","01","1","01","Private sector","701","Social Work","Number","87"
"HGO14C01","Number of Health Graduates","2017","2017","01","1","01","Private sector","10","Speech and Language Therapy","Number","42"
"HGO14C01","Number of Health Graduates","2017","2017","01","1","01","Private sector","V52","Dietetics, Optometry and Podiatry","Number","42"
"HGO14C01","Number of Health Graduates","2017","2017","01","1","02","Public sector","201","Dentistry","Number","9"
"HGO14C01","Number of Health Graduates","2017","2017","01","1","02","Public sector","401","Medical Science","Number","54"
"HGO14C01","Number of Health Graduates","2017","2017","01","1","02","Public sector","202","Medicine","Number","615"
"HGO14C01","Number of Health Graduates","2017","2017","01","1","02","Public sector","30","Nursing and Midwifery","Number","1020"
"HGO14C01","Number of Health Graduates","2017","2017","01","1","02","Public sector","501","Occupational Therapy","Number","27"
"HGO14C01","Number of Health Graduates","2017","2017","01","1","02","Public sector","60","Pharmacy","Number",""
"HGO14C01","Number of Health Graduates","2017","2017","01","1","02","Public sector","504","Physiotherapy","Number","57"
"HGO14C01","Number of Health Graduates","2017","2017","01","1","02","Public sector","402","Radiography and Radiation Therapy","Number","51"
"HGO14C01","Number of Health Graduates","2017","2017","01","1","02","Public sector","702","Social Care","Number","180"
"HGO14C01","Number of Health Graduates","2017","2017","01","1","02","Public sector","701","Social Work","Number","57"
"HGO14C01","Number of Health Graduates","2017","2017","01","1","02","Public sector","10","Speech and Language Therapy","Number","45"
"HGO14C01","Number of Health Graduates","2017","2017","01","1","02","Public sector","V52","Dietetics, Optometry and Podiatry","Number","12"
"HGO14C01","Number of Health Graduates","2017","2017","01","1","-","All sectors","201","Dentistry","Number","9"
"HGO14C01","Number of Health Graduates","2017","2017","01","1","-","All sectors","401","Medical Science","Number","66"
"HGO14C01","Number of Health Graduates","2017","2017","01","1","-","All sectors","202","Medicine","Number","633"
"HGO14C01","Number of Health Graduates","2017","2017","01","1","-","All sectors","30","Nursing and Midwifery","Number","1215"
"HGO14C01","Number of Health Graduates","2017","2017","01","1","-","All sectors","501","Occupational Therapy","Number","69"
"HGO14C01","Number of Health Graduates","2017","2017","01","1","-","All sectors","60","Pharmacy","Number",""
"HGO14C01","Number of Health Graduates","2017","2017","01","1","-","All sectors","504","Physiotherapy","Number","129"
"HGO14C01","Number of Health Graduates","2017","2017","01","1","-","All sectors","402","Radiography and Radiation Therapy","Number","60"
"HGO14C01","Number of Health Graduates","2017","2017","01","1","-","All sectors","702","Social Care","Number","852"
"HGO14C01","Number of Health Graduates","2017","2017","01","1","-","All sectors","701","Social Work","Number","144"
"HGO14C01","Number of Health Graduates","2017","2017","01","1","-","All sectors","10","Speech and Language Therapy","Number","87"
"HGO14C01","Number of Health Graduates","2017","2017","01","1","-","All sectors","V52","Dietetics, Optometry and Podiatry","Number","57"
"HGO14C01","Number of Health Graduates","2017","2017","02","2","01","Private sector","201","Dentistry","Number",""
"HGO14C01","Number of Health Graduates","2017","2017","02","2","01","Private sector","401","Medical Science","Number","15"
"HGO14C01","Number of Health Graduates","2017","2017","02","2","01","Private sector","202","Medicine","Number","42"
"HGO14C01","Number of Health Graduates","2017","2017","02","2","01","Private sector","30","Nursing and Midwifery","Number","258"
"HGO14C01","Number of Health Graduates","2017","2017","02","2","01","Private sector","501","Occupational Therapy","Number","27"
"HGO14C01","Number of Health Graduates","2017","2017","02","2","01","Private sector","60","Pharmacy","Number",""
"HGO14C01","Number of Health Graduates","2017","2017","02","2","01","Private sector","504","Physiotherapy","Number","39"
"HGO14C01","Number of Health Graduates","2017","2017","02","2","01","Private sector","402","Radiography and Radiation Therapy","Number","9"
"HGO14C01","Number of Health Graduates","2017","2017","02","2","01","Private sector","702","Social Care","Number","612"
"HGO14C01","Number of Health Graduates","2017","2017","02","2","01","Private sector","701","Social Work","Number","48"
"HGO14C01","Number of Health Graduates","2017","2017","02","2","01","Private sector","10","Speech and Language Therapy","Number","27"
"HGO14C01","Number of Health Graduates","2017","2017","02","2","01","Private sector","V52","Dietetics, Optometry and Podiatry","Number","36"
"HGO14C01","Number of Health Graduates","2017","2017","02","2","02","Public sector","201","Dentistry","Number","6"
"HGO14C01","Number of Health Graduates","2017","2017","02","2","02","Public sector","401","Medical Science","Number","48"
"HGO14C01","Number of Health Graduates","2017","2017","02","2","02","Public sector","202","Medicine","Number","372"
"HGO14C01","Number of Health Graduates","2017","2017","02","2","02","Public sector","30","Nursing and Midwifery","Number","822"
"HGO14C01","Number of Health Graduates","2017","2017","02","2","02","Public sector","501","Occupational Therapy","Number","45"
"HGO14C01","Number of Health Graduates","2017","2017","02","2","02","Public sector","60","Pharmacy","Number",""
"HGO14C01","Number of Health Graduates","2017","2017","02","2","02","Public sector","504","Physiotherapy","Number","60"
"HGO14C01","Number of Health Graduates","2017","2017","02","2","02","Public sector","402","Radiography and Radiation Therapy","Number","51"
"HGO14C01","Number of Health Graduates","2017","2017","02","2","02","Public sector","702","Social Care","Number","213"
"HGO14C01","Number of Health Graduates","2017","2017","02","2","02","Public sector","701","Social Work","Number","81"
"HGO14C01","Number of Health Graduates","2017","2017","02","2","02","Public sector","10","Speech and Language Therapy","Number","66"
"HGO14C01","Number of Health Graduates","2017","2017","02","2","02","Public sector","V52","Dietetics, Optometry and Podiatry","Number","18"
"HGO14C01","Number of Health Graduates","2017","2017","02","2","-","All sectors","201","Dentistry","Number","9"
"HGO14C01","Number of Health Graduates","2017","2017","02","2","-","All sectors","401","Medical Science","Number","63"
"HGO14C01","Number of Health Graduates","2017","2017","02","2","-","All sectors","202","Medicine","Number","417"
"HGO14C01","Number of Health Graduates","2017","2017","02","2","-","All sectors","30","Nursing and Midwifery","Number","1080"
"HGO14C01","Number of Health Graduates","2017","2017","02","2","-","All sectors","501","Occupational Therapy","Number","72"
"HGO14C01","Number of Health Graduates","2017","2017","02","2","-","All sectors","60","Pharmacy","Number",""
"HGO14C01","Number of Health Graduates","2017","2017","02","2","-","All sectors","504","Physiotherapy","Number","96"
"HGO14C01","Number of Health Graduates","2017","2017","02","2","-","All sectors","402","Radiography and Radiation Therapy","Number","57"
"HGO14C01","Number of Health Graduates","2017","2017","02","2","-","All sectors","702","Social Care","Number","825"
"HGO14C01","Number of Health Graduates","2017","2017","02","2","-","All sectors","701","Social Work","Number","129"
"HGO14C01","Number of Health Graduates","2017","2017","02","2","-","All sectors","10","Speech and Language Therapy","Number","90"
"HGO14C01","Number of Health Graduates","2017","2017","02","2","-","All sectors","V52","Dietetics, Optometry and Podiatry","Number","54"
"HGO14C01","Number of Health Graduates","2017","2017","03","3","01","Private sector","201","Dentistry","Number","3"
"HGO14C01","Number of Health Graduates","2017","2017","03","3","01","Private sector","401","Medical Science","Number","12"
"HGO14C01","Number of Health Graduates","2017","2017","03","3","01","Private sector","202","Medicine","Number","36"
"HGO14C01","Number of Health Graduates","2017","2017","03","3","01","Private sector","30","Nursing and Midwifery","Number","279"
"HGO14C01","Number of Health Graduates","2017","2017","03","3","01","Private sector","501","Occupational Therapy","Number","21"
"HGO14C01","Number of Health Graduates","2017","2017","03","3","01","Private sector","60","Pharmacy","Number",""
"HGO14C01","Number of Health Graduates","2017","2017","03","3","01","Private sector","504","Physiotherapy","Number","27"
"HGO14C01","Number of Health Graduates","2017","2017","03","3","01","Private sector","402","Radiography and Radiation Therapy","Number","12"
"HGO14C01","Number of Health Graduates","2017","2017","03","3","01","Private sector","702","Social Care","Number","549"
"HGO14C01","Number of Health Graduates","2017","2017","03","3","01","Private sector","701","Social Work","Number","21"
"HGO14C01","Number of Health Graduates","2017","2017","03","3","01","Private sector","10","Speech and Language Therapy","Number","18"
"HGO14C01","Number of Health Graduates","2017","2017","03","3","01","Private sector","V52","Dietetics, Optometry and Podiatry","Number","27"
"HGO14C01","Number of Health Graduates","2017","2017","03","3","02","Public sector","201","Dentistry","Number","6"
"HGO14C01","Number of Health Graduates","2017","2017","03","3","02","Public sector","401","Medical Science","Number","48"
"HGO14C01","Number of Health Graduates","2017","2017","03","3","02","Public sector","202","Medicine","Number","429"
"HGO14C01","Number of Health Graduates","2017","2017","03","3","02","Public sector","30","Nursing and Midwifery","Number","672"
"HGO14C01","Number of Health Graduates","2017","2017","03","3","02","Public sector","501","Occupational Therapy","Number","51"
"HGO14C01","Number of Health Graduates","2017","2017","03","3","02","Public sector","60","Pharmacy","Number",""
